0,1,2,3,4,5,6
2020-06-14 12:48:35+00:00,1272148930881564672,"Mandatory mask wearing for everyone + cancel events with thousands of people. Don't need anything else. Too simple for our ""elites"". https://t.co/ABSqjU5mzh",0,0,0,0
2020-06-09 05:04:19+00:00,1270220156321632257,Applies to marketing as well. https://t.co/9fzeCElMEA,0,0,0,0
2020-06-03 13:05:08+00:00,1268166831690391568,Nasty. https://t.co/OVtp0w814q,0,0,0,0
2020-06-02 00:31:17+00:00,1267614730836938773,I don’t think there’s anything better than a contrarian viewpoint in a time like this. Thank you 🙏 https://t.co/ufydT6kAhZ,0,0,0,0
2020-05-26 09:06:41+00:00,1265207720514379776,Steve Jobs on the importance of #skininthegame @nntaleb  https://t.co/q6elJhiwXS,1,0,0,0
2020-05-24 12:17:30+00:00,1264530966703415296,"Je te tiens, tu me tiens, par le Roi Barbiche https://t.co/IW3fX06R5D via @libe",1,0,0,0
2020-05-13 09:46:57+00:00,1260506812903829506,The software economy is bigger than you think! (13 times bigger...) https://t.co/57CzSM6KKv,1,0,0,0
2020-05-09 08:00:05+00:00,1259030365710270464,Restaurants are so 2019 😅 https://t.co/KP6pLQQdi1,0,0,0,0
2020-04-30 18:04:50+00:00,1255921065219538950,Give us your feedback! Looking for honest feedback on Logology https://t.co/JeDOwo9VGN via @IndieHackers,0,0,0,0
2020-04-25 15:15:13+00:00,1254066442271698944,"Apparently, some people take notion very seriously. Brilliant! https://t.co/lzFmXgiYjF via @YouTube",0,0,0,0
2020-04-25 14:59:20+00:00,1254062445271924736,"So simple, so clear, so competent. https://t.co/ZokGjbE8W6",1,0,0,0
2020-04-22 15:17:12+00:00,1252979776593240064,ID Software: Let Mick Gordon mix the FULL Doom Eternal OST release and/or return for future Doom games - Signez la pétition ! https://t.co/liFdytfk7i via @ChangeFrance,0,0,0,0
2020-04-22 08:44:58+00:00,1252881066848694277,😂 https://t.co/YItxoqdMUd,0,0,0,0
2020-04-08 17:15:26+00:00,1247936100804497409,"probablement deux fois plus de morts qu'annoncés officiellement. (donc plutôt 20,000 que 10,000, déjà...)
https://t.co/P2MH4pu2rs",0,0,0,0
2020-04-05 15:47:28+00:00,1246826800455520269,YOLO https://t.co/pfZ5PIiyeA,1,0,0,0
2020-04-03 19:36:41+00:00,1246159708119085057,Peter Thiel: You Are Not a Lottery Ticket | Interactive 2013 | SXSW https://t.co/7p2ltdms0S via @YouTube,0,0,0,0
2020-04-02 13:48:23+00:00,1245709665440354305,I want one! https://t.co/RpWyhy7w3C,0,0,0,0
2020-04-01 07:52:51+00:00,1245257806263042048,Merci pour cet article France Inter. https://t.co/jJ8JXOdvWN,0,0,0,0
2020-03-30 16:00:08+00:00,1244655661499154435,Bon travail d’investigation de nextinpact. On peut légitimement penser que le nombre de morts en France est nettement sous-estimé. Comme en Italie d’ailleurs. https://t.co/eZMNoFv1q0,0,0,0,0
2020-03-28 15:47:40+00:00,1243927745488400384,"Reviewers of the new MacBook Air say that the keyboard is more reliable because Apple reverted to an old design. What they don't say it that Apple made a few changes to this old design, so we don't actually know about reliability for this one. Use caution.",0,0,0,0
2020-03-28 11:16:38+00:00,1243859536982802432,"Macron affirme qu'on a de meilleurs résultats que l'Italie. Je peux comprendre qu'il se soit trompé au début, pas qu'il se foute de nous ajd. La France suit exactement la trajectoire du nb de morts de l'Italie, ne vous laissez pas berner par le nb de cas (car on teste moins). https://t.co/vOyhDuKHzY",1,0,0,0
2020-03-28 11:03:51+00:00,1243856323864903681,I didn't know that's how it worked. Amazing. https://t.co/miU82C9TQ6,0,0,0,0
2020-03-26 22:10:46+00:00,1243299382935633920,#NeverForget https://t.co/bV95MQLvfl,0,0,0,0
2020-03-25 13:01:28+00:00,1242798757609078784,Thank you James 🙏 https://t.co/uWkPDMpozd,0,0,0,0
2020-03-23 15:07:19+00:00,1242105650991292416,This guy should be in charge of EVERYTHING. https://t.co/oTPEzl5Z9W,0,0,0,0
2020-03-23 14:54:36+00:00,1242102452465385481,"«Contre le Covid-19, il faut massifier les tests!»: l’appel de trois spécialistes https://t.co/fJAZiuQ3Bx",0,0,0,0
2020-03-22 13:50:10+00:00,1241723847499448327,juste un t-shirt à la place d’un masque c’est déjà diviser le risque par 2. https://t.co/4NZRsAiHcZ,1,0,0,0
2020-03-19 10:12:22+00:00,1240581876429082624,"J’espère que le @gouvernementFR réalise qu’on en a pour des mois voire des années. La solution du 100% lockdown détruira l’économie inutilement. Il faut tester 10x plus de gens, dès qu’il y a suspicion, pour permettre aux autres de continuer leur activité. Copiez la Corée du Sud!",1,0,0,0
2020-03-19 10:04:42+00:00,1240579946755633152,"Les Italiens ne voient pas de progrès suffisants après 10 jours de confinement; les gens commencent à braver l’interdiction de sortir (10.000 verbal. / jour contre 2.000 au début). Seule une solution à la coréenne marchera sur le long terme, car elle laisse 99% vivre normalement.",0,0,0,0
2020-03-19 09:53:29+00:00,1240577123066265603,Our European countries lockdowns are a mediocre response. We shoud focus on testing 10.000 a day including asymptomatic. That way we can lock down only those who have it and keep 99% of people free. Much more manageable for the months (years?) to come. South Korea style!,0,0,0,0
2020-03-17 08:10:56+00:00,1239826539447046144,Relieved that the uk is waking up. https://t.co/BmyLPoYxr8,0,0,0,0
2020-03-16 17:39:23+00:00,1239607206863163393,"mdr! Malheureusement je crois que si il avait tenté d'imposer un blocage plus tôt, avant que les gens n'aient pris conscience de la gravité, ce serait devenu ingérable. Par contre on peut clairement lui reprocher de ne pas avoir fait accélérer cette prise de conscience. https://t.co/GKxgaJdCi2",0,0,0,0
2020-03-16 17:14:01+00:00,1239600821769289728,"If French government announces lockdown of whole country tonight, it means they are capable of learning from their mistakes and those of other countries. If they only lock down Paris, it means they are incapable of such learning. What do you think it will be?",0,0,0,0
2020-03-15 17:51:11+00:00,1239247788052971521,Tu sais que c’est pas une situation comme les autres quand le rond point des postes de Lille est tout tranquille un dimanche soir.,2,0,0,0
2020-03-14 12:45:20+00:00,1238808431945015296,"Si on veut sauver des vies, seule la méthode asiatique est fiable. Mais il semble que sauver des vies n’est qu’un paramètre parmi  d’autres en France. 
https://t.co/Tj4oDhWV4r",0,0,0,0
2020-03-14 11:48:53+00:00,1238794222905499649,"1/ The covid situation has been emotionally hard on me for the past two weeks. Initially it was the fear of seeing the world collapse and people die. For the past few days however, it’s been the collective response of our “enlightened” countries that has put me in despair.",0,0,1,0
2020-03-12 11:27:43+00:00,1238064123189112832,Short and brilliant post about why our governments are not acting https://t.co/fxKX2EkZzO,2,0,0,0
2020-03-10 10:30:04+00:00,1237324837904842752,Merci Luca pour ce super résumé! https://t.co/W7c3LFXceZ,1,0,0,0
2020-03-08 11:52:00+00:00,1236620681795842048,Quick and easy way to understand what’s happening. Why we should worry now to avoid a catastrophe later. https://t.co/9ZKiGjKsgc,0,1,0,0
2020-03-07 15:55:18+00:00,1236319521025163267,"In France, we have one of the best healthcare system in the world. Our doctors are competent and conscientious, able to work under huge pressure. We trust our system deeply, and don’t usually question it. It works great under normal conditions.",0,0,2,0
2020-03-06 15:52:26+00:00,1235956411512864775,"CORONAVIRUS. Protégeons nos enfants! Fermeture des écoles et des Universités: Si l’épidémie de #Coronavirus atteint le stade 3, ce qui est inévitable, ferme les écoles - Signez la pétition ! https://t.co/cR6IYkJv78 via @ChangeFrance",0,0,0,0
2020-03-03 08:13:34+00:00,1234753769994424320,Thanks for making me stop complaining about how we’re handling it in France. That’s messed up. https://t.co/YGMr7KQ7LP,0,0,0,0
2020-03-02 12:26:39+00:00,1234455072828018688,Feeling anxiety about the way our governments handle coronavirus. The only reason why China stopped the bleeding is because they took drastic measures. Our leaders don’t seem willing to do that. I fear a much bigger impact in Europe / USA than China...,0,0,0,0
2020-02-29 09:34:27+00:00,1233686962369966080,"Exactly what I was thinking... China took steps that our governments refuse to take, and yet we still blame them for the problem. Right now I don’t want clueless globalist Macron as a leader, I want a border-closing maniac! https://t.co/Faf3dG6wYx",0,0,0,0
2020-02-25 17:53:59+00:00,1232363122926727174,"Top thing I learned in my first year launching a startup: what made me valuable as a contract developer doesn’t translate to being a good founder. Even though my skills are useful, the way to apply them must change radically from what I’m used to.",0,0,1,1
2020-02-25 13:58:26+00:00,1232303843360288769,Ahah brilliant! https://t.co/KhMfS0MCh7,0,0,0,0
2020-02-24 12:10:44+00:00,1231914353731022850,"Yesterday, I forced myself to look at our @logologydesign task list more objectively. I didn't stop until I found the ones that truly mattered on the road to our first sale. Now everything seems simple and clear, and I'm confident that we'll have our most efficient month ever!",3,0,0,0
2020-02-23 09:20:51+00:00,1231509212410368001,"Profondément choqué que notre ministre de la santé ait quitté son poste, pour des raisons politiciennes, en pleine explosion du coronavirus. Un tel manque de responsabilité me dégoûte.",0,0,0,1
2019-12-23 12:22:15+00:00,1209086815996727299,"Capitalism was born to gain freedom from the monopolies of states, with the understanding that no other monopoly should be allowed either. But over time, state actors got swayed by the promise of money and jobs, and let the wolves back in. https://t.co/6ymkeKiV3X",1,0,0,0
2019-12-14 10:11:22+00:00,1205792386036703232,"The web revolves around social now. There is an opportunity to make a search engine that goes to the heart of what people find valuable, not just what « has more links » or « pays more ». Plus google has lost their edge so wouldn’t compete. Sigh... so many cool things to build! https://t.co/xxlp9kCG6q",0,0,0,0
2019-12-11 21:33:55+00:00,1204876992748949505,I just donated to @internetarchive. Support free access to knowledge! https://t.co/ciUmKxDjsn,1,0,0,0
2019-11-27 09:48:01+00:00,1199625918425292800,"Full time user of amplify for the past 6 months. Even though it doesn’t match the ease of use of firebase, its potential is much greater. With the pace of improvements their team produces, it looks like it will soon not just match its competitor, it will completely surpass it! https://t.co/r8IrWxHpza",20,6,1,0
2019-10-30 20:46:37+00:00,1189644801811144704,clap clap https://t.co/hO1DHKWmnN,1,0,0,0
2019-10-16 13:08:16+00:00,1184456020657135618,"Stop getting mad because people don’t care about your project. It’s not personal, it’s an automatic quality filter against all the people who say they’ll do something but never deliver. Build something real and show them, they’ll care.",4,0,0,0
2019-10-06 09:09:11+00:00,1180771978111832064,Cela vous inspire-t-il cher @DidierRoustan ? https://t.co/8jrkwokiMq,0,0,0,0
2019-10-02 06:30:44+00:00,1179282550067519488,"It’s riskier to be an employee than an entrepreneur, period. Both can lose everything at any point, but entrepreneurs are used to living in chaos, and learn to constantly adapt to survive. It makes them more able to bounce back in times of crisis (see antifragile by @nntaleb) https://t.co/bTVMTafFkG",0,0,0,0
2019-10-02 06:19:25+00:00,1179279699631071232,"Holy cow! Exactly what we needed for @logologydesign, just WHEN we need it! @AngeZanetti CI issues of last week are solved! https://t.co/ab7HaiO4qG",1,0,0,0
2019-09-27 14:44:55+00:00,1177594974357114880,"The wait, the doubt, and then the moment when we launch our beta @LucieBaratte @AngeZanetti https://t.co/lTgemzGttL",2,0,0,0
2019-09-22 09:55:44+00:00,1175710261384290304,1/2 There is a hidden benefit for programmers to work on a slower computer: it’s an incentive to optimize code and setup for speed. I 10xed my performance skills working exclusively on the entry level MacBook Air for years. https://t.co/t0XyiRwI6B,0,0,1,0
2019-09-22 09:45:46+00:00,1175707754159333379,Best example I’ve seen yet. https://t.co/MC2y7oOUqd,1,0,0,0
2019-09-21 09:10:42+00:00,1175336539611684864,"Anything @lukew talks about is gold. Even if you suck at graphic design, interface design, etc... If you simply apply the fundamentals that he teaches, you will end up with a great UX that people love. https://t.co/JSpcNb5qpd",7,1,1,0
2019-09-14 09:01:57+00:00,1172797625034301442,"After years of using firebase, I looked for an alternative that wouldn’t store my users data at Google, for privacy concerns. Amplify is still rough around the edges, but I’m impressed with its power and flexibility. It could become big! https://t.co/uyYvVNzWqV",1,1,0,0
2019-09-10 14:08:51+00:00,1171425306810277889,"Obsess over an engineering problem for days, creating a complete mess of things just to eventually reach the desired outcome. Then, when all the frustration and chaos is gone, magically figure out a 10x simpler solution. Done.",2,0,0,0
2019-08-07 07:36:11+00:00,1159005301288374275,This one hurts 😬 https://t.co/gvg6nFI2xu,1,0,0,0
2019-07-14 09:22:59+00:00,1150334866921263104,Shopify and the Power of Platforms – Stratechery by Ben Thompson https://t.co/opVhRDEWrp,0,0,0,0
2019-06-13 13:53:33+00:00,1139168937021779968,Feminism 2.0 https://t.co/zqcnl5UHcP,0,0,1,0
2019-06-13 07:45:48+00:00,1139076388378595328,The feature I dream twitter would have “mute political posts from X” (or any subset of tweets by topic),0,0,0,0
2019-06-07 08:40:10+00:00,1136915741951823874,"Exceptionnel, ça va te plaire @AngeZanetti  https://t.co/UvO5876i1w",2,3,1,0
2019-06-06 16:54:54+00:00,1136677857567092736,Je sais pas comment teamg1 existe encore à l’heure d’internet mais ça fait trop de bien de vous voir en direct  #TEAMG1E3,1,0,0,0
2019-06-06 16:50:56+00:00,1136676859926548480,Lol stadia c’est moins bien que le game pass. #TEAMG1E3,1,0,0,0
2019-06-06 16:47:44+00:00,1136676055559708672,"Je comprends même pas pourquoi Google se donne autant de mal pour au final sortir un truc aussi inutile. Une console dans le cloud par abonnement, sans jeu LOL #TEAMG1E3",2,0,0,0
2019-06-06 16:44:51+00:00,1136675328397627392,"Sans exclus, et en obligeant à acheter les jeux comme partout ailleurs, aucun intérêt pour stadia. Rien à voir avec un abonnement donnant accès à tout. #TEAMG1E3",1,0,0,0
2019-06-06 16:42:32+00:00,1136674747763318785,"Quel intérêt de stadia par rapport au futur service de Microsoft par exemple, qui aura des exclus, sera dispo sur switch et sûrement autre support, etc. #TEAMG1E3",0,0,0,0
2019-06-06 16:40:34+00:00,1136674249123536897,Super décevant stadia. Les gamers ne changeront pas leurs habitudes juste pour économiser le prix d’une console. Sans aucune exclu de surcroît. #TEAMG1,0,0,0,0
2019-05-24 04:24:48+00:00,1131778045768019969,Non 😨 https://t.co/KeYVrr65qO,0,0,0,0
2019-05-23 09:34:18+00:00,1131493546798854144,"BOOOOOM! ""If this guy offers me 1 Million Dollars, how much am I really worth?"" https://t.co/bJlasy4DhW",1,0,0,0
2019-05-16 11:02:40+00:00,1128979071956901888,Just got a free Rails 6 update of my favorite Rails video course from @pragmaticstudio.😍 https://t.co/8xaUb06ouw,2,0,0,0
2019-05-13 15:25:55+00:00,1127958157429477377,Faut qu’il reste la saison prochaine il b***se tout ce mec 😍 https://t.co/kyqoqrvIlF,0,0,0,0
2019-05-02 19:55:15+00:00,1124039668260114433,“White oak pastures beef” le bœuf avec un impact carbone négatif :-) https://t.co/69nphgmqLh,2,0,1,0
2019-04-11 19:00:15+00:00,1116415681321422848,"Je me fais chier à optimiser mon alimentation comme un taré pour gagner 10 ans d’espérance de vie, et je vais creuver à 35 piges d’une crise d’asthme rue de Béthune 🙃 https://t.co/W50utPULzQ",0,0,1,0
2019-04-03 15:16:42+00:00,1113460320687853568,Le biais du progressisme: “la modernité c’est génial donc pas besoin de réfléchir” https://t.co/f6Igb6Pghb,0,0,0,0
2019-03-29 08:33:15+00:00,1111546849826144256,Fok fok fok,0,0,0,0
2019-03-19 09:25:59+00:00,1107936243566944257,Niquer des mères. Niquer des mères. Niquer des mères!,1,0,0,0
2019-02-17 14:18:34+00:00,1097138239977213952,I love @nntaleb so much I even appreciate when he shits on a pillar of my culture. Keep it coming! https://t.co/t2qG7XLeRF,0,0,1,0
2018-10-16 07:49:00+00:00,1052104106897227776,This looks interesting. The dozen interviews of successful founders alone makes it standout. https://t.co/6CTXnGeubV,1,2,0,0
2018-09-07 16:44:36+00:00,1038105767914729473,I'm back :),0,0,0,0
